Camp ID,Name,start_date,end_date,Category,reach,budget
6103,BlueKai (SC CPG,8/5/2013,9/25/2013,Marketing,9.7,5354
6104,Energy (NBMD). CPG,8/5/2013,9/25/2013,Energy,22.4,4502
6105,Q4 (SCMag)60109 CPG,8/5/2013,11/25/2013,Technology,31.9,21501
6106,LogMeIn (PPDNet)71409 CPG,8/5/2013,12/13/2013,Technology,46.7,4105
6107,SWG_Cognos (Old) CPG,8/5/2013,12/26/2013,Marketing,4.9,13313
6108,SWG_Cognos (Nielsen)10709 CPG,8/5/2013,12/26/2013,Business/Finance,4.7,3084
6109,SWG_Cognos (NielsonLeads62409 CPG,8/5/2013,3/26/2014,Manufacturing,0.1,836
6110,test (MNet)52209 CPG,8/6/2013,,Construction,100,600
6111,hotmail.com (MNet)50109 CPG,8/6/2013,,Energy,100,686
6112,delete (MNet)43009 CPG,8/6/2013,,Technology,1,735
6113,Intel_Q4_12 40851 CPG,8/6/2013,12/16/2013,Technology,39.1,515
6114,SWG_Cognos (Old) CPG,8/6/2013,12/26/2013,Technology,27,6065
6115,Mad (ManageSmarter)60109 CPG,8/7/2013,8/26/2013,Technology,100,991
6116,MicroStrategy (leapfrog)Leads71609 CPG,8/7/2013,9/25/2013,Technology,0.8,9827
6117,Direct (leapfrog)Leads71609 CPG,8/8/2013,,Marketing,50.8,20761
6118,video (ITWP)70609 CPG,8/8/2013,,Technology,100,966
6119,Gartner (ITWP)63009 CPG,8/8/2013,,Technology,70.6,797
6120,White (ITWP)62509 CPG,8/8/2013,,Technology,100,748
6121,testing (ITWP) CPG,8/8/2013,,Technology,100,543
6122,Optify (ITWP)62309 CPG,8/8/2013,8/26/2013,Marketing,19.5,7021
6123,Sungard_MRP (SCMagUK) CPG,8/8/2013,9/25/2013,Technology,4.6,634
6124,Sungard_MRP (SCMagLeads50809 CPG,8/8/2013,9/25/2013,Business/Finance,1.7,91
6125,Cloud (ITWhitepapers)52609 CPG,8/8/2013,10/10/2013,Technology,10.2,15602
6126,test (ITWP) CPG,8/8/2013,10/26/2013,Energy,52.7,134
6127,MRP (ITWhitepapers) CPG,8/8/2013,11/25/2013,Technology,6.4,10657
6128,SuccessFactors (IDGNetwork)Leads60409 CPG,8/9/2013,,Human Resources,100,697
6129,SuccessFactors (IDGLeads63009 CPG,8/9/2013,,Human Resources,46.8,645
6130,Global (IDGLeads60909 CPG,8/9/2013,,Retail/e-commerce,100,111
6131,Launch (IDG)61209 CPG,8/9/2013,,Manufacturing,100,832
6132,healthcare (HLTH) CPG,8/9/2013,,Healthcare,100,152
6133,Epsilon (HLTH) CPG,8/9/2013,9/25/2013,Technology,8.7,675
6134,HP (IDGLeads CPG,8/9/2013,10/26/2013,Technology,24.1,35051
6135,Trilibis (FWP-SF)81409 CPG,8/9/2013,11/25/2013,Marketing,16.6,5711
6136,Iron (FWP)63009 CPG,8/10/2013,,Technology,100,366
6137,Technical (ClickZ)61809 CPG,8/10/2013,,Technology,100,928
6138,Twilio_Q3_12 (IDG)50609 CPG,8/10/2013,10/26/2013,Marketing,19.7,5543
6139,BOM (DCK-FWP)60109 CPG,8/10/2013,10/26/2013,Technology,25.1,724
6140,Experian (FIN) CPG,8/10/2013,12/26/2013,Technology,12.2,607
6141,Experian (FIN) CPG,8/10/2013,12/26/2013,Business/Finance,5.4,536
6142,BOM (Drug&Discovery)40709 CPG,8/10/2013,1/26/2014,Technology,31.5,6603
6143,ProofPoint_August_2012 (CIOZone)70809 CPG,8/11/2013,,Legal,100,728
6144,Attachmate (CIOZone)70609 CPG,8/11/2013,,Technology,39.7,663
6145,Sybase (Business-Software)62409 CPG,8/11/2013,,Technology,100,348
6146,Buyology (BrandRepublic)70709 CPG,8/11/2013,,Marketing,26,665
6147,test (BioScience)40709 CPG,8/11/2013,,Construction,0.2,445
6148,Energy (500-999) CPG,8/11/2013,,Energy,92.6,216
6149,SIM (CioZone) CPG,8/11/2013,8/12/2013,Marketing,44.6,598
6150,Online (ClickZ)52609 CPG,8/11/2013,9/2/2013,Technology,38.5,1995
6151,119592.002 &TestCampaign CPG,8/11/2013,9/10/2013,Technology,30.8,5857
6152,Test (50-499) CPG,8/11/2013,9/15/2013,Healthcare,100,709
6153,Citrix (AU/NZTechNetwork)Leads62409 CPG,8/11/2013,3/11/2014,Technology,22.3,3851
6154,Cloud &Branding CPG,8/12/2013,,Technology,100,497
6155,Test & CPG,8/12/2013,,Human Resources,100,826
6156,SuccessFactors & CPG,8/12/2013,,Human Resources,7.9,896
6157,"Improving -#3-(10,000+,AerospaceandUtilities) CPG",8/12/2013,,Business/Finance,100,160
6158,Paperless #2863 CPG,8/12/2013,,Business/Finance,100,171
6159,FireEye &Architect'sGuideToUsingSaaSToCutIT CPG,8/12/2013,8/25/2013,Business/Finance,100,338
6160,119592.002 & CPG,8/12/2013,9/10/2013,Technology,28.1,5485
6161,INXPO #3274_25792 CPG,8/12/2013,12/26/2013,Human Resources,19.1,2563
6162,Test &ProtectionDirectLeadQ113 CPG,8/15/2013,,Marketing,100,764
6163,Blue #2814SourceforgeSmartBusiness CPG,8/15/2013,,Technology,70.4,766
6164,Field #2779 CPG,8/15/2013,,Technology,100,242
6165,Joyent #2760 CPG,8/15/2013,,Technology,70.6,312
6166,Accelops #2808 CPG,8/15/2013,9/1/2013,Technology,54.1,1121
6167,Campaign &PlanningWhitepaper CPG,8/15/2013,9/19/2013,Marketing,100,604
6168,FICO #2853 CPG,8/15/2013,10/29/2013,Technology,10.3,525
6169,FireEye #2757 CPG,8/16/2013,,Technology,17.4,348
6170,Veeam #2744 CPG,8/16/2013,,Technology,100,5122
6171,Qumu #2666 CPG,8/16/2013,,Technology,11.4,766
6172,Infor #2666 CPG,8/16/2013,,Technology,100,6626
6173,Aprimo #21770_2916 CPG,8/16/2013,,Marketing,24.8,150
6174,Akamai #20737_2764 CPG,8/16/2013,,Technology,74.7,887
6175,IBM ZLaunch CPG,8/16/2013,,Technology,70.6,6370
6176,Wheelhouse -Zeus CPG,8/16/2013,,Technology,65.5,4316
6177,Wheelhouse YouSendIt CPG,8/16/2013,,Technology,71,6592
6178,Zebra YourScoreforBetterPPCResults-FREEQuality CPG,8/16/2013,,Technology,100,967
6179,"SuccessFactors yourlessthan$2,Unlimiteddomains CPG",8/16/2013,,Human Resources,10.4,530
6180,Digital YourBusiness CPG,8/16/2013,,Retail/e-commerce,100,612
6181,"Marketing YOUKNOWWHAT""SINYOURPET'SFOOD? CPG",8/16/2013,,Marketing,49.3,20654
6182,LiveOps #21707_2905 CPG,8/16/2013,8/26/2013,Technology,11.2,968
6183,"Joyent -#2-(5000+,AerospaceandUtilities) CPG",8/16/2013,9/25/2013,Marketing,3.7,2488
6184,FunMobility -#1 CPG,8/16/2013,10/26/2013,Marketing,24.4,3660
6185,EMA-IXIA #21971_2954 CPG,8/16/2013,11/25/2013,Technology,49.6,1647
6186,PinStripe #10270_33006 CPG,8/16/2013,3/26/2014,Human Resources,4.3,13289
6187,Campaign &Campaign CPG,8/17/2013,,Marketing,100,478
6188,Hortonworks X CPG,8/17/2013,,Technology,60,452
6189,Dell WWLeads90408 CPG,8/17/2013,,Technology,100,644
6190,EMA Xeon CPG,8/17/2013,9/2/2013,Technology,48.2,3451
6191,Hitwise WWLeads90408 CPG,8/17/2013,9/25/2013,Marketing,12.9,3148
6192,EMA XenServer111710 CPG,8/17/2013,11/25/2013,Technology,49.7,2247
6193,EMC YouDeviceProtection CPG,8/17/2013,12/26/2013,Healthcare,1.6,7051
6194,Online WSSFR CPG,8/18/2013,,Healthcare,80.6,423
6195,Data WSSDE CPG,8/18/2013,,Business/Finance,100,322
6196,sdfgtwe345t WSC CPG,8/18/2013,,Technology,100,970
6197,Crime Writers CPG,8/18/2013,,Business/Finance,5.2,218
6198,Evault YOURBILLFOREVER CPG,8/18/2013,10/26/2013,Technology,16.5,50416
6199,Q3 WPOct-Nov12 CPG,8/19/2013,,Retail/e-commerce,38.6,2341
6200,The WPITWHJuly-Oct2012Asset2 CPG,8/19/2013,,Technology,70.7,747
6201,Webroot WPMay-Aug'12 CPG,8/20/2013,10/26/2013,Technology,72.2,4162
6202,Panda WPITWHJuly-Oct2012 CPG,8/22/2013,,Technology,100,8424
6203,TEST WPITHMay-August'11 CPG,8/22/2013,,Legal,75.2,184
6204,Tablet WPIDGOct-Dec2012 CPG,8/22/2013,,Retail/e-commerce,100,1018
6205,Sitespect WPIDGMay-Jul12 CPG,8/22/2013,,Marketing,14.7,314
6206,Crime WPFeb-March'12 CPG,8/22/2013,,Business/Finance,100,137
6207,Healthcare WP41214 CPG,8/22/2013,,Healthcare,100,196
6208,FICO WPIDGNOV-DEC'11 CPG,8/22/2013,1/26/2014,Technology,4.4,11018
6209,Isilion WP41214 CPG,8/22/2013,1/26/2014,Technology,1.7,3315
6210,BusinessDir WP27 CPG,8/23/2013,,Business/Finance,100,127
6211,Symantec WP2011 CPG,8/23/2013,,Technology,17.9,188
6212,Symantec WP2011 CPG,8/23/2013,,Technology,18.6,117
6213,Crime WP_PAN CPG,8/23/2013,,Business/Finance,100,315
6214,Apple WP41214 CPG,8/23/2013,9/5/2013,Technology,39.5,249
6215,Apple WP41061 CPG,8/23/2013,9/5/2013,Business/Finance,10.4,1048
6216,Apple WP24 CPG,8/23/2013,9/5/2013,Marketing,28.4,353
6217,WebrootQ312 Wp2012 CPG,8/23/2013,9/25/2013,Technology,19.9,5330
6218,Brocade WP CPG,8/24/2013,,Legal,100,746
6219,Epson wp CPG,8/24/2013,,Technology,100,153
6220,Symantec WP CPG,8/24/2013,,Technology,18.6,101
6221,dsfsdfsdf WP CPG,8/24/2013,,Technology,100,406
6222,In-House WP CPG,8/24/2013,,Business/Finance,100,774
6223,HRM WP CPG,8/24/2013,,Human Resources,100,3071
6224,Jive WP CPG,8/24/2013,,Marketing,50.7,180
6225,SOCIAL WP CPG,8/24/2013,,Business/Finance,100,64
6226,GeoTrust WP CPG,8/24/2013,,Technology,100,13326
6227,Q312_DCK_Internap WP CPG,8/24/2013,9/10/2013,Technology,53.8,3416
6228,Vidyo WP CPG,8/24/2013,11/25/2013,Technology,16.9,9021
6229,Jive_December_12 WP CPG,8/24/2013,3/26/2014,Marketing,6.5,4789
6230,Brocade WP CPG,8/25/2013,,Technology,100,575
6231,Experian WOOD CPG,8/25/2013,,Marketing,100,20966
6232,Crime WirelessWeek40709 CPG,8/25/2013,,Construction,100,63
6233,Kaseya WirelessWeek31309 CPG,8/25/2013,,Technology,100,661
6234,Apple wp CPG,8/25/2013,9/12/2013,Marketing,28.4,389
6235,Apple World CPG,8/25/2013,9/12/2013,Business/Finance,10.5,1012
6236,Apple Workforce13 CPG,8/25/2013,9/12/2013,Technology,38.3,614
6237,Computer WP CPG,8/25/2013,9/25/2013,Technology,100,769
6238,Workday WizIQClassroom CPG,8/25/2013,1/26/2014,Technology,4.8,716
6239,Workday withStandard164 CPG,8/25/2013,1/26/2014,Human Resources,3,255
6240,Workday WirelessWeek42409 CPG,8/25/2013,1/26/2014,Business/Finance,2,465
6241,IBM WirelessWeek121208 CPG,8/26/2013,,Healthcare UK,23.7,290
6242,Meet Wireless CPG,8/26/2013,,Business/Finance,100,729
6243,SC WireGuide CPG,8/26/2013,,Technology,65.3,684
6244,Tate Winter CPG,8/26/2013,,Technology,70.4,995
6245,GMN Wireless CPG,8/26/2013,9/25/2013,Technology,0.4,30767
6246,Vcom Wireless CPG,8/26/2013,10/15/2013,Technology,3.3,3746
6247,Avnet Word CPG,8/26/2013,10/26/2013,Technology,19.2,3594
6248,Crawl WP_Q1_13 CPG,8/27/2013,,Business/Finance,100,1026
6249,Infor WMI CPG,8/27/2013,,Technology,100,3650
6250,loan Winter CPG,8/27/2013,,Business/Finance,100,591
6251,New 100209 CPG,8/27/2013,9/25/2013,Technology,70.7,629
6252,ForeScout (ITBusinessEdge)61809 CPG,8/27/2013,10/26/2013,Technology,17.9,11048
6253,USF Napco CPG,8/27/2013,11/25/2013,Marketing,100,1416
6254,MSU BB-40634 CPG,8/27/2013,11/25/2013,Business/Finance,100,1706
6255,Courion YourPREfforts CPG,8/27/2013,12/26/2013,Technology,29,521
6256,athena Campaign CPG,8/27/2013,3/26/2014,Healthcare,28.5,228184
6257,Old (FWPLeads63009 CPG,8/27/2013,3/26/2014,Marketing,13.3,7764
6258,Q4_Lead WP41214 CPG,8/27/2013,3/26/2014,Healthcare,9.2,17570
6259,Quantcast Workflow CPG,8/27/2013,3/26/2014,Marketing,19.6,905
6260,EDU WinesHLOTD CPG,8/29/2013,,Marketing,100,170
6261,Click WindsTrialNTA81310 CPG,8/29/2013,,Technology,100,301
6262,Mobile WindsTrialNPM81310 CPG,8/29/2013,9/8/2013,Business/Finance,100,894
6263,Savvis XBRL CPG,8/29/2013,12/26/2013,Government,18.9,7975
6264,N-Able Winds-FreeQ22012 CPG,8/30/2013,,Technology,100,516
6265,innoCos WindowsIDGLeads11609 CPG,8/30/2013,,Manufacturing,100,61
6266,Polycom_MR WindsTrialCM81310 CPG,8/30/2013,9/25/2013,Technology,27.5,642
6267,Polycom_MQL WindsTrialAPM81310 CPG,8/30/2013,9/25/2013,Technology,27.5,935
6268,Gleanster WindowsNov2012 CPG,8/30/2013,9/25/2013,Technology,90,3350
6269,Polycom_MQL Winds CPG,8/30/2013,11/25/2013,Technology,29.3,2987
6270,Polycom_MRs WindowsPhoneFY10 CPG,8/30/2013,11/25/2013,Technology,30.2,1500
6271,White WindowsHubonlyNov12 CPG,8/31/2013,,Technology,100,611
6272,WomenInvest Windows8 CPG,8/31/2013,,Business/Finance,100,488
6273,McAfee Windows7 CPG,8/31/2013,,Technology,70.6,220
6274,Book Windows2012 CPG,8/31/2013,,Business/Finance,100,878
6275,September Windows2012 CPG,8/31/2013,9/21/2013,Marketing,29.3,921
6276,EMC Windowshade CPG,8/31/2013,10/4/2013,Technology,8.2,469
6277,PulsePoint_Q4_12 #21564_2892 CPG,8/31/2013,1/26/2014,Marketing,55.2,4173
6278,myDataTree.com CBLG_Aug-Sept CPG,9/1/2013,,Marketing,50.8,20273
6279,maketick Windows CPG,9/1/2013,,Technology,100,470
6280,softlabs Window CPG,9/1/2013,,Technology,100,500
6281,SutiExpense Win8 CPG,9/1/2013,,Technology,100,831
6282,koala WightForm) CPG,9/1/2013,,Marketing,100,660
6283,Symantec Wight CPG,9/1/2013,,Technology,100,118
6284,VaultLogix Wight CPG,9/1/2013,,Technology,22.1,161
6285, WindowIFWITHFeb-May11 CPG,9/1/2013,9/25/2013,Technology,71.5,100
6286,Quantum WightForm) CPG,9/1/2013,9/25/2013,Technology,26,45532
6287,Symantec_Backup WightForm) CPG,9/1/2013,11/11/2013,Technology,26.1,1247
6288,Royal WhiteQ22012 CPG,9/1/2013,2/23/2014,Marketing,32.8,726
6289,Royal Whitepapers2012 CPG,9/1/2013,2/23/2014,Human Resources,22.6,992
6290,Lenovo Whitepapers CPG,9/2/2013,,Technology,72.1,965
6291,BMC Whitepaper50211 CPG,9/2/2013,,Technology,16.6,689
6292,Holiday Whitepaper CPG,9/2/2013,,Marketing,100,128
6293,TDS Whitepaper CPG,9/2/2013,,Technology,70.6,942
6294,MyDataTree whitepaper CPG,9/2/2013,,Marketing,100,206
6295,LRDIMM Whitepaper CPG,9/2/2013,,Technology,100,757
6296,W/P Whitepaper CPG,9/2/2013,9/4/2013,Marketing,100,135
6297,State Whitepaper CPG,9/2/2013,9/18/2013,Marketing,18.3,967
6298,2011 Whitepaper CPG,9/2/2013,9/18/2013,Marketing,18.3,175
6299,Holiday WhitePaper CPG,9/2/2013,9/18/2013,Marketing,18.2,863
6300,Energy Whitepaper2013 CPG,9/2/2013,10/22/2013,Energy,5.2,796
6301,SwellPath Winds CPG,9/2/2013,10/26/2013,Marketing,19.3,4103
6302,Quantum Whitepapers CPG,9/2/2013,11/11/2013,Technology,25.8,45301
6303,Bellena Whitepaper CPG,9/3/2013,,Healthcare UK,100,468
6304,ITinvolve Whitepaper CPG,9/5/2013,,Technology,9.5,782
6305,Harnessing Whitepaper CPG,9/5/2013,,Local Government,100,958
6306,Symantec.Cloud Whitepaper CPG,9/5/2013,9/25/2013,Technology,8.2,982
6307,Integrate White90711 CPG,9/5/2013,9/25/2013,Technology,64.1,599
6308,Integrate White CPG,9/5/2013,10/26/2013,Marketing,9.1,2025
6309,AsureForce White CPG,9/5/2013,11/25/2013,Technology,30.2,3560
6310,AsureForce White CPG,9/5/2013,11/25/2013,Human Resources,15.3,269
6311,VSM_Aternity Whitecampaign CPG,9/5/2013,12/26/2013,Technology,13.4,2248
6312,Akamai Whitepaper CPG,9/5/2013,3/26/2014,Retail/e-commerce,2.6,10520
6313,E-Commerce Whitepaper CPG,9/5/2013,3/26/2014,Technology,0.7,10089
6314,Savvis WindsTrialIPAM81310 CPG,9/6/2013,,Local Government,24,6085
6315,DatAnywhere White CPG,9/6/2013,,Technology,100,264
6316,Savvis White CPG,9/6/2013,,Local Government,44.4,695
6317,Quest White CPG,9/6/2013,,Technology,100,129
6318,Test White CPG,9/6/2013,,Technology,100,511
6319,Accelerating White CPG,9/6/2013,,Energy,100,2558
6320,White white CPG,9/6/2013,,Technology,54.1,1053
6321,LASIK white CPG,9/6/2013,,Healthcare,100,793
6322,Video White CPG,9/6/2013,,Marketing,100,498
6323,Choice White CPG,9/6/2013,,Technology,100,557
6324,Workspace White CPG,9/6/2013,9/24/2013,Technology,100,509
6325,Aberdeen White CPG,9/6/2013,9/25/2013,Technology,16.3,4779
6326,Aberdeen white CPG,9/6/2013,10/26/2013,Technology,44.6,2539
6327,Integrate White CPG,9/6/2013,11/25/2013,Technology,100,5516
6328,Q2 White CPG,9/6/2013,11/25/2013,Technology,100,525
6329,BMC White CPG,9/6/2013,2/23/2014,Technology,25.8,45776
6330,Bulwark WebTech CPG,9/7/2013,,Energy,92.9,909
6331,Zebra WebLeads102709 CPG,9/7/2013,,Manufacturing,8.2,995
6332,Insect Webinar--Sept CPG,9/7/2013,,Energy,85.4,720
6333,PayScale -Webinars CPG,9/7/2013,,Human Resources,43.3,914
6334,8 Webinar--Oct CPG,9/7/2013,,Marketing,50.9,266
6335,WA64389 WebSecurity2011 CPG,9/7/2013,9/7/2013,Technology,100,988
6336,Aberdeen WebinarOct30 CPG,9/7/2013,9/25/2013,Technology,16.2,4721
6337,Lenovo WhichVoIP CPG,9/7/2013,10/26/2013,Technology,17,30661
6338,FY13_ODA_Q2_B&B 2012LeadCampaign CPG,9/7/2013,11/25/2013,Technology,61.5,10069
6339,FY13_ODA_Q2_B&B TrustZonePaper CPG,9/7/2013,11/25/2013,Technology,61.9,10078
6340,Symantec Webstore2013 CPG,9/7/2013,1/26/2014,Technology,7.9,126
6341,Symantec Website41310 CPG,9/7/2013,1/26/2014,Technology,10.5,826
6342,Symantec Website CPG,9/7/2013,1/26/2014,Technology,8,13238
6343,Symantec Websense2013 CPG,9/7/2013,3/26/2014,Technology,7.5,6413
6344,Symantec Webinar--Nov CPG,9/8/2013,,Technology,100,42
6345,Best Webinar--May CPG,9/8/2013,,Manufacturing,15.6,150
6346,ElegantJ Webinar--Mar CPG,9/8/2013,,Technology,100,586
6347,Cloud Webinar--Mar CPG,9/8/2013,,Technology,84,992
6348,Crime Webinar--Jun CPG,9/8/2013,,Business/Finance,100,998
6349,"HP WebinarJAN23,2013 CPG",9/8/2013,,Technology,73.2,433
6350,IBM Webinar--Jan CPG,9/8/2013,,Technology,70.6,9055
6351,Test Webinar--Jan CPG,9/8/2013,,Marketing,100,189
6352,Talent Webinar--Feb CPG,9/9/2013,,Technology,100,581
6353,test Webinar--Feb CPG,9/9/2013,,Retail/e-commerce,4.3,520
6354,IBM Webinar--Feb CPG,9/9/2013,,Marketing,43.6,20105
6355,Voltage CoatQ42011 CPG,9/9/2013,10/26/2013,Technology,5.7,8516
6356,Mastering WebinarforSAP(newsletter) CPG,9/9/2013,12/10/2013,Business/Finance,100,122
6357,In-House Webinar--Aug CPG,9/12/2013,,Legal,100,486
6358,SOCIAL Webinar--Apr CPG,9/12/2013,,Legal,100,1011
6359,Adoption Webinar41972 CPG,9/12/2013,,Government,100,879
6360,Whitepaper WebinarEU42210 CPG,9/12/2013,9/25/2013,Technology,100,393
6361,TeamQuest_RR_Direct2Site Whitepapers CPG,9/12/2013,10/10/2013,Technology,35.4,581
6362,Splunk WebinarDigitalAssetManagement CPG,9/12/2013,11/1/2013,Technology,16.4,10497
6363,Aerohive Webinar/31 CPG,9/13/2013,,Technology,47.4,252
6364,sss Webinar CPG,9/13/2013,,Technology,7.6,726
6365,Blackline Webinar CPG,9/13/2013,,Energy,100,428
6366,Intel_Q312 Webinar CPG,9/13/2013,9/25/2013,Technology,43.9,3966
6367,Coupa Webinar CPG,9/13/2013,10/14/2013,Technology,100,645
6368,Lumension Webinar CPG,9/13/2013,10/25/2013,Technology,41.7,11365
6369,Tech Webinar2013 CPG,9/13/2013,10/26/2013,Technology,100,573
6370,Fiber Webinar CPG,9/14/2013,,Technology,100,88
6371,Intelligent Webinar CPG,9/14/2013,,Government,100,291
6372,campaign Webinar CPG,9/14/2013,,Technology,100,78
6373,Platform Webinar CPG,9/14/2013,,Technology,49.1,279
6374,BankerAccuity Webinar CPG,9/14/2013,,Business/Finance,100,295
6375,CW Webinar42210 CPG,9/14/2013,9/14/2013,Business/Finance,100,88
6376,HyTrust Webinar CPG,9/14/2013,9/25/2013,Technology,100,935
6377,Symantec Webinar CPG,9/14/2013,10/26/2013,Technology,41.8,6923
6378,Maximizer Webinar CPG,9/14/2013,10/26/2013,Marketing,18.8,1965
6379,Coupa_Tech Webinar CPG,9/14/2013,11/25/2013,Technology,20.1,3221
6380,Coupa_FIN Webinar CPG,9/14/2013,11/25/2013,Business/Finance,5.5,2499
6381,Campaign Webinar CPG,9/15/2013,,Business/Finance,100,1013
6382,Platform Webinar CPG,9/15/2013,,Technology,49,952
6383,Campaign Webinar CPG,9/15/2013,,Business/Finance,100,192
6384,Brand Webinar CPG,9/15/2013,,Technology,100,740
6385,Information Webinar CPG,9/15/2013,,Technology,70.3,664
6386,Arbor webinar CPG,9/15/2013,,Technology,70.4,836
6387,campaign Webinar CPG,9/15/2013,,Marketing,100,990
6388,screenshot Webinar CPG,9/15/2013,9/16/2013,Technology,75.5,515
6389,FY13_Q2_Storage Webinar CPG,9/15/2013,11/25/2013,Technology,51.2,12825
6390,Brocade Webinar CPG,9/16/2013,,Healthcare,38.4,343
6391,Epsilon Webinar CPG,9/16/2013,,Marketing,100,20913
6392,October_Webinar webinar CPG,9/16/2013,10/19/2013,Technology,74.9,236
6393,NHS WebExTrial21611 CPG,9/16/2013,3/26/2014,Healthcare UK,55.6,3841
6394,campaign Webcast41781 CPG,9/18/2013,,Business/Finance,100,115
6395,Quality 17899 CPG,9/19/2013,,Technology,100,71
6396,ICF -Webcast CPG,9/19/2013,,Human Resources,46.8,517
6397,fnsdklfjsdklfj Webcast CPG,9/19/2013,,Energy,100,464
6398,Savvis Webcast CPG,9/19/2013,,Technology,100,997
6399,nhkljn Webcast CPG,9/19/2013,,Government,100,1023
6400,nmb Webcast CPG,9/19/2013,,Construction,100,734
6401,Webinar Webinar--Feb(TEST) CPG,9/19/2013,10/14/2013,Business/Finance,100,247
6402,Florida Multi CPG,9/19/2013,10/26/2013,Technology,100,1019
6403,Florida Multiple CPG,9/19/2013,11/25/2013,Technology,100,813
6404,Florida Computing CPG,9/19/2013,11/25/2013,Business/Finance,100,1033
6405,Scale Webcast CPG,9/19/2013,12/25/2013,Technology,14.2,21248
6406,ESET Webcasts CPG,9/19/2013,12/26/2013,Technology,38.7,17533
6407,Nutanix Webinar--Dec CPG,9/19/2013,1/26/2014,Technology,29.1,90
6408,ClickSoftware Webcast CPG,9/19/2013,1/26/2014,Technology,13.1,5937
6409,Seeburger Webinar_Marketing CPG,9/19/2013,3/26/2014,Technology,20.7,20047
6410,protel_Air_demo Webcast CPG,9/20/2013,,Technology,100,967
6411,test WebAlliance CPG,9/20/2013,,Marketing,49.9,852
6412,Net Webcast CPG,9/20/2013,10/26/2013,Technology,24.7,3064
6413,Aberdeen Warehousing CPG,9/20/2013,10/26/2013,Marketing,0.7,2802
6414,Credit Webcast CPG,9/20/2013,11/25/2013,Technology,75,12094
6415,DW Watchfire-Focus CPG,9/20/2013,11/25/2013,Technology,54,13241
6416,BI Warehouse CPG,9/20/2013,11/25/2013,Technology,53.9,9104
6417,Recruiting Web CPG,9/20/2013,1/26/2014,Human Resources,44.3,3112
6418,Mimecast_UK Webcast CPG,9/20/2013,2/23/2014,Technology,34.3,675
6419,Med Web CPG,9/20/2013,2/23/2014,Healthcare,69.2,3432
6420,Maintenance web CPG,9/20/2013,2/23/2014,Technology,71,4002
6421,POS WaysGetMorefromYourITBudgets CPG,9/20/2013,2/23/2014,Technology,71.4,5816
6422,Web Watchfire CPG,9/20/2013,2/23/2014,Technology,71.2,1142.5
6423,Home WarnerNortheast CPG,9/20/2013,2/23/2014,Technology,71,6481
6424,vCom Webcast CPG,9/20/2013,3/26/2014,Technology,18.4,5610
6425,Credit Web42110 CPG,9/20/2013,3/26/2014,Technology,70.5,11793
6426,GPS Web40810 CPG,9/20/2013,3/26/2014,Technology,70.4,12013
6427,Inbound Web40810 CPG,9/20/2013,3/26/2014,Technology,70.4,4260
6428,Call Web/E-Commerce21910 CPG,9/20/2013,3/26/2014,Technology,70.5,5408
6429,Merchant Water CPG,9/20/2013,3/26/2014,Technology,70.4,3123
6430,Teleconferencing Watchfire-Focus CPG,9/20/2013,3/26/2014,Technology,70.4,1021.5
6431,Web WarnerNYC CPG,9/20/2013,3/26/2014,Technology,70.3,6579
6432,Phone WarnerMidwest CPG,9/20/2013,3/26/2014,Technology,70.5,16568
6433,Osterman WALeads20909 CPG,9/21/2013,,Technology,77.7,127
6434,what WA71408 CPG,9/21/2013,,Marketing,100,363
6435,Business WA51208 CPG,9/21/2013,,Human Resources,14.2,949
6436,DOWNLOAD VulnerabilityReport CPG,9/21/2013,,Government,100,935
6437, Ware CPG,9/21/2013,10/25/2013,Technology,100,232
6438,SAP WA82608 CPG,9/21/2013,10/26/2013,Technology,8,30873
6439, WAN CPG,9/21/2013,11/10/2013,Technology,100,843
6440,Epsilon_Marketing -Webinar CPG,9/21/2013,11/25/2013,Marketing,13.1,8459
6441,IBM w/ CPG,9/21/2013,12/15/2013,Technology,0.7,3437
6442,InContact VSTS22509 CPG,9/22/2013,,Technology,70.5,532
6443,LogMyCalls vSphere CPG,9/22/2013,,Marketing,100,20810
6444, VU CPG,9/22/2013,10/26/2013,Technology,100,917
6445,Raritan vs.EyeTrackingResearch CPG,9/22/2013,10/26/2013,Technology,36.2,474
6446,Lumension WALeads100108 CPG,9/22/2013,11/25/2013,Technology,29.5,10300
6447,Sensage #22055_2955 CPG,9/23/2013,,Technology,100,918
6448,IBM Webinar--Feb CPG,9/23/2013,,Technology,70.6,7022
6449,HRCI vs. CPG,9/23/2013,,Human Resources,46.6,129
6450,CloudPassage VoIPOct-Dec'11 CPG,9/23/2013,,Technology,35.2,143
6451,HP VoIPNovember12toNovember13 CPG,9/23/2013,,Technology,70.6,466
6452,Quest VoIPLeads62909 CPG,9/23/2013,,Technology,70.5,280
6453,2013 VoIPLeads61809 CPG,9/23/2013,,Marketing,100,20898
6454,Dell VoIPJuly-September12 CPG,9/23/2013,,Technology,70.6,196
6455,test VoIPJuly-September12 CPG,9/23/2013,,Technology,2.9,1023
6456, VoIPJuly-Sept'11 CPG,9/23/2013,,Marketing,100,20067
6457,HP VoIPFebruary-May'12 CPG,9/23/2013,,Technology,70.6,354
6458,Data VoIPDec11-March'12 CPG,9/23/2013,10/26/2013,Technology,74.9,460
