Cust_id,Network complaints,Data pack complaints,bill complaints,SMS_pack_Complaints,Other Complaints
10254517932,No,No,Yes,No,No
10254517973,No,No,No,No,Yes
10254517999,Yes,No,No,No,No
10254518012,No,No,No,No,Yes
10254518013,No,No,No,Yes,No
10254518030,No,No,Yes,No,No
10254518033,No,No,Yes,No,No
10254518063,Yes,No,No,No,No
10254518066,No,Yes,No,No,No
10254518133,Yes,No,No,No,No
10254518169,No,No,No,No,Yes
10254518231,Yes,No,No,No,No
10254518240,No,No,Yes,No,No
10254518253,No,No,No,No,Yes
10254518260,Yes,No,No,No,No
10254518281,No,No,No,No,Yes
10254518287,Yes,No,No,No,No
10254518304,No,No,No,Yes,No
10254518326,No,No,No,Yes,No
10254518380,No,Yes,No,No,No
10254518390,Yes,No,No,No,No
10254518423,No,No,No,No,Yes
10254518433,No,No,Yes,No,No
10254518435,Yes,No,No,No,No
10254518448,No,No,No,Yes,No
10254518474,No,No,No,No,Yes
10254518493,Yes,No,No,No,No
10254518524,No,Yes,No,No,No
10254518541,No,No,No,No,Yes
10254518580,Yes,No,No,No,No
10254518589,Yes,No,No,No,No
10254518594,No,No,Yes,No,No
10254518599,No,No,No,Yes,No
10254518612,No,No,Yes,No,No
10254518629,No,Yes,No,No,No
10254518643,No,Yes,No,No,No
10254518644,No,Yes,No,No,No
10254518666,No,Yes,No,No,No
10254518673,No,No,No,No,Yes
10254518698,No,No,No,Yes,No
10254518703,No,No,No,Yes,No
10254518718,Yes,No,No,No,No
10254518734,Yes,No,No,No,No
10254518749,No,No,No,Yes,No
10254518783,No,Yes,No,No,No
10254518788,No,Yes,No,No,No
10254518789,No,No,No,Yes,No
10254518806,No,No,Yes,No,No
10254518864,Yes,No,No,No,No
10254518865,No,No,No,Yes,No
10254518882,No,Yes,No,No,No
10254518900,No,No,Yes,No,No
10254518910,No,No,Yes,No,No
10254518945,No,No,No,No,Yes
10254518954,No,No,No,Yes,No
10254518992,No,No,No,Yes,No
10254519000,Yes,No,No,No,No
10254519005,No,No,No,Yes,No
10254519006,No,No,No,No,Yes
10254519039,No,No,Yes,No,No
10254519048,No,No,No,No,Yes
10254519059,No,No,No,No,Yes
10254519079,No,No,No,Yes,No
10254519085,No,No,No,No,Yes
10254519088,Yes,No,No,No,No
10254519089,No,No,No,No,Yes
10254519130,No,No,Yes,No,No
10254519143,No,No,No,Yes,No
10254519176,Yes,No,No,No,No
10254519201,No,Yes,No,No,No
10254519207,Yes,No,No,No,No
10254519217,Yes,No,No,No,No
10254519222,No,No,Yes,No,No
10254519223,Yes,No,No,No,No
10254519241,No,No,No,Yes,No
10254519246,No,Yes,No,No,No
10254519271,No,No,No,Yes,No
10254519279,Yes,No,No,No,No
10254519283,No,No,Yes,No,No
10254519286,No,No,No,Yes,No
10254519295,No,Yes,No,No,No
10254519328,No,Yes,No,No,No
10254519340,No,No,Yes,No,No
10254519343,No,No,Yes,No,No
10254519352,No,No,No,No,Yes
10254519353,Yes,No,No,No,No
10254519354,No,No,No,Yes,No
10254519358,No,Yes,No,No,No
10254519361,No,Yes,No,No,No
10254519412,No,No,Yes,No,No
10254519421,No,No,No,Yes,No
10254519427,No,No,No,No,Yes
10254519440,Yes,No,No,No,No
10254519441,No,No,Yes,No,No
10254519558,No,No,Yes,No,No
10254519576,No,No,Yes,No,No
10254519591,No,No,Yes,No,No
10254519633,No,No,No,Yes,No
10254519646,No,No,No,Yes,No
10254519650,No,Yes,No,No,No
10254519651,No,No,No,No,Yes
10254519660,No,No,No,Yes,No
10254519665,No,No,No,No,Yes
10254519668,No,No,No,Yes,No
10254519678,No,No,No,No,Yes
10254519725,No,No,Yes,No,No
10254519738,No,Yes,No,No,No
10254519767,No,No,No,No,Yes
10254519772,No,Yes,No,No,No
10254519778,No,Yes,No,No,No
10254519780,Yes,No,No,No,No
10254519783,No,No,No,No,Yes
10254519797,Yes,No,No,No,No
10254519799,No,No,No,Yes,No
10254519812,No,No,No,No,Yes
10254519815,Yes,No,No,No,No
10254519816,No,No,No,Yes,No
10254519829,No,Yes,No,No,No
10254519830,No,Yes,No,No,No
10254519831,Yes,No,No,No,No
10254519851,Yes,No,No,No,No
10254519853,No,No,No,Yes,No
10254519854,Yes,No,No,No,No
10254519866,No,No,Yes,No,No
10254519874,No,Yes,No,No,No
10254519876,No,No,No,No,Yes
10254519886,Yes,No,No,No,No
10254519889,Yes,No,No,No,No
10254519905,No,Yes,No,No,No
10254519906,No,No,No,No,Yes
10254519908,No,Yes,No,No,No
10254519911,Yes,No,No,No,No
10254519918,Yes,No,No,No,No
10254519932,No,No,No,Yes,No
10254519938,No,No,No,No,Yes
10254519939,No,Yes,No,No,No
10254519942,No,No,Yes,No,No
10254519949,No,No,No,No,Yes
10254519952,Yes,No,No,No,No
10254519957,No,No,No,Yes,No
10254519968,No,No,Yes,No,No
10254519977,No,No,No,No,Yes
10254519983,No,No,No,Yes,No
10254519991,No,No,No,No,Yes
10254519998,No,Yes,No,No,No
10254520001,No,No,No,Yes,No
10254520029,Yes,No,No,No,No
10254520031,No,No,No,No,Yes
10254520035,No,Yes,No,No,No
10254520037,Yes,No,No,No,No
10254520041,No,No,No,Yes,No
10254520059,No,Yes,No,No,No
10254520077,No,No,No,Yes,No
10254520079,No,No,No,Yes,No
10254520089,No,No,No,Yes,No
10254520094,No,No,Yes,No,No
10254520099,Yes,No,No,No,No
10254520107,No,No,No,No,Yes
10254520108,No,No,No,Yes,No
10254520110,No,Yes,No,No,No
10254520112,Yes,No,No,No,No
10254520113,No,No,No,Yes,No
10254520123,No,Yes,No,No,No
10254520129,No,No,No,Yes,No
10254520157,Yes,No,No,No,No
10254520158,No,Yes,No,No,No
10254520160,Yes,No,No,No,No
10254520181,No,No,Yes,No,No
10254520189,No,No,No,Yes,No
10254520192,No,No,No,Yes,No
10254520209,Yes,No,No,No,No
10254520226,No,No,No,Yes,No
10254520233,No,No,No,No,Yes
10254520234,No,No,No,No,Yes
10254520239,Yes,No,No,No,No
10254520243,No,No,No,No,Yes
10254520244,No,No,Yes,No,No
10254520266,No,No,Yes,No,No
10254520271,Yes,No,No,No,No
10254520272,No,Yes,No,No,No
10254520274,No,Yes,No,No,No
10254520276,No,No,Yes,No,No
10254520277,No,No,No,Yes,No
10254520279,No,No,No,Yes,No
10254520290,No,No,No,Yes,No
10254520295,No,No,Yes,No,No
10254520296,No,No,No,No,Yes
10254520300,No,Yes,No,No,No
10254520308,No,No,Yes,No,No
10254520322,No,No,Yes,No,No
10254520339,Yes,No,No,No,No
10254520340,No,No,No,Yes,No
10254520347,No,No,No,Yes,No
10254520351,No,Yes,No,No,No
10254520354,No,No,No,No,Yes
10254520356,No,No,No,Yes,No
10254520388,Yes,No,No,No,No
10254520421,No,No,No,Yes,No
10254520427,Yes,No,No,No,No
10254520429,Yes,No,No,No,No
10254520433,No,No,No,No,Yes
10254520436,No,Yes,No,No,No
10254520450,No,No,Yes,No,No
10254520455,No,Yes,No,No,No
10254520463,Yes,No,No,No,No
10254520470,Yes,No,No,No,No
10254520478,No,No,No,No,Yes
10254520512,No,No,No,No,Yes
10254520521,No,No,No,Yes,No
10254520535,No,No,Yes,No,No
10254520543,No,No,Yes,No,No
10254520569,No,No,No,Yes,No
10254520571,No,No,Yes,No,No
10254520601,No,No,No,Yes,No
10254520641,No,Yes,No,No,No
10254520674,No,No,No,No,Yes
10254520678,No,No,No,Yes,No
10254520679,No,No,No,Yes,No
10254520681,Yes,No,No,No,No
10254520725,Yes,No,No,No,No
10254520734,Yes,No,No,No,No
10254520738,No,No,No,Yes,No
10254520756,No,Yes,No,No,No
10254520766,Yes,No,No,No,No
10254520774,No,No,No,Yes,No
10254520779,No,No,No,No,Yes
10254520790,No,No,Yes,No,No
10254520826,No,No,No,No,Yes
10254520867,No,No,Yes,No,No
10254520897,No,No,No,Yes,No
10254520903,No,No,No,No,Yes
10254520909,No,Yes,No,No,No
10254520917,No,No,Yes,No,No
10254520943,No,No,No,Yes,No
10254520958,No,No,No,Yes,No
10254520987,No,Yes,No,No,No
10254521001,No,No,No,Yes,No
10254521027,No,No,Yes,No,No
10254521044,No,No,No,Yes,No
10254521052,No,No,No,Yes,No
10254521077,No,No,No,No,Yes
10254521087,No,No,Yes,No,No
10254521116,Yes,No,No,No,No
10254521141,No,Yes,No,No,No
10254521174,No,No,Yes,No,No
10254521189,No,No,No,Yes,No
10254521197,Yes,No,No,No,No
10254521202,No,No,No,Yes,No
10254521225,No,No,Yes,No,No
10254521228,Yes,No,No,No,No
10254521234,No,No,No,Yes,No
10254521261,No,Yes,No,No,No
10254521277,No,No,No,No,Yes
10254521280,No,No,No,No,Yes
10254521309,No,No,Yes,No,No
10254521347,No,No,No,Yes,No
10254521358,Yes,No,No,No,No
10254521359,No,No,No,Yes,No
10254521367,Yes,No,No,No,No
10254521406,No,Yes,No,No,No
10254521430,No,No,No,Yes,No
10254521436,No,No,No,Yes,No
10254521439,No,No,No,Yes,No
10254521459,No,No,No,No,Yes
10254521468,No,No,No,No,Yes
10254521472,No,No,No,No,Yes
10254521489,No,No,No,No,Yes
10254521531,No,Yes,No,No,No
10254521553,No,No,No,Yes,No
10254521554,Yes,No,No,No,No
10254521563,No,No,No,Yes,No
10254521586,No,Yes,No,No,No
10254521604,Yes,No,No,No,No
10254521619,Yes,No,No,No,No
10254521678,No,No,Yes,No,No
10254521694,No,No,No,Yes,No
10254521697,No,No,Yes,No,No
10254521704,No,No,Yes,No,No
10254521721,No,No,Yes,No,No
10254521723,No,No,No,No,Yes
10254521732,No,No,No,No,Yes
10254521741,Yes,No,No,No,No
10254521752,No,No,No,Yes,No
10254521756,No,No,No,No,Yes
10254521762,No,No,No,No,Yes
10254521769,No,No,No,Yes,No
10254521781,Yes,No,No,No,No
10254521784,No,Yes,No,No,No
10254521788,No,No,Yes,No,No
10254521791,No,No,Yes,No,No
10254521801,No,No,No,Yes,No
10254521802,No,Yes,No,No,No
10254521820,No,No,No,No,Yes
10254521821,No,No,No,No,Yes
10254521822,No,No,No,Yes,No
10254521823,No,No,No,Yes,No
10254521824,No,Yes,No,No,No
10254521825,No,No,No,No,Yes
10254521826,Yes,No,No,No,No
10254521827,Yes,No,No,No,No
10254521828,No,No,Yes,No,No
10254521829,Yes,No,No,No,No
10254521832,No,No,No,No,Yes
10254521838,No,No,No,No,Yes
10254521840,No,No,No,No,Yes
10254521848,No,Yes,No,No,No
10254521850,No,No,No,Yes,No
10254521855,Yes,No,No,No,No
10254521874,No,No,No,Yes,No
10254521878,No,No,No,Yes,No
10254521915,No,No,No,Yes,No
10254521919,No,No,No,Yes,No
10254521935,Yes,No,No,No,No
10254521945,No,Yes,No,No,No
10254521947,No,No,Yes,No,No
10254521951,No,No,No,Yes,No
10254521965,No,No,Yes,No,No
10254521970,No,Yes,No,No,No
10254521985,No,No,Yes,No,No
10254521996,No,Yes,No,No,No
10254522035,No,No,Yes,No,No
10254522046,No,No,No,No,Yes
10254522051,No,No,No,No,Yes
10254522059,Yes,No,No,No,No
10254522064,No,No,No,Yes,No
10254522071,No,No,No,Yes,No
10254522077,No,Yes,No,No,No
10254522079,No,No,No,No,Yes
10254522083,No,No,Yes,No,No
10254522091,No,No,No,No,Yes
10254522125,No,No,No,No,Yes
10254522142,No,No,No,Yes,No
10254522144,Yes,No,No,No,No
10254522175,No,No,No,Yes,No
10254522178,No,No,Yes,No,No
10254522209,No,No,No,Yes,No
10254522211,No,Yes,No,No,No
10254522221,No,No,No,No,Yes
10254522225,No,Yes,No,No,No
10254522260,No,No,No,No,Yes
10254522271,No,No,No,Yes,No
10254522283,No,No,No,No,Yes
10254522290,Yes,No,No,No,No
10254522300,No,No,Yes,No,No
10254522307,No,Yes,No,No,No
10254522329,No,No,No,No,Yes
10254522334,Yes,No,No,No,No
10254522351,No,No,No,Yes,No
10254522377,No,No,No,Yes,No
10254522386,No,No,Yes,No,No
10254522397,Yes,No,No,No,No
10254522403,Yes,No,No,No,No
10254522407,No,No,No,Yes,No
10254522420,No,No,Yes,No,No
10254522449,No,No,No,Yes,No
10254522467,No,No,No,No,Yes
10254522470,No,Yes,No,No,No
10254522480,No,No,No,Yes,No
10254522496,No,No,Yes,No,No
10254522500,No,No,No,Yes,No
10254522521,No,No,No,No,Yes
10254522523,Yes,No,No,No,No
10254522533,No,No,Yes,No,No
10254522540,No,No,No,Yes,No
10254522553,Yes,No,No,No,No
10254522600,No,No,No,No,Yes
10254522601,No,Yes,No,No,No
10254522602,No,No,Yes,No,No
10254522620,No,No,Yes,No,No
10254522624,No,Yes,No,No,No
10254522629,No,No,No,No,Yes
10254522639,No,No,No,Yes,No
10254522642,Yes,No,No,No,No
10254522657,Yes,No,No,No,No
10254522661,No,Yes,No,No,No
10254522678,No,No,No,Yes,No
10254522693,No,No,No,No,Yes
10254522694,No,No,No,Yes,No
10254522696,No,Yes,No,No,No
10254522697,No,No,Yes,No,No
10254522702,No,No,No,Yes,No
10254522716,No,No,No,Yes,No
10254522718,No,No,No,No,Yes
10254522720,Yes,No,No,No,No
10254522725,No,Yes,No,No,No
10254522729,No,Yes,No,No,No
10254522741,No,No,No,Yes,No
10254522755,Yes,No,No,No,No
10254522759,No,No,Yes,No,No
10254522761,No,Yes,No,No,No
10254522763,No,Yes,No,No,No
10254522775,No,No,No,No,Yes
10254522798,No,Yes,No,No,No
10254522806,No,Yes,No,No,No
10254522823,No,No,Yes,No,No
10254522853,No,Yes,No,No,No
10254522863,No,No,No,Yes,No
10254522873,Yes,No,No,No,No
10254522877,No,No,Yes,No,No
10254522883,Yes,No,No,No,No
10254522900,Yes,No,No,No,No
10254522903,No,No,No,Yes,No
10254522917,No,Yes,No,No,No
10254522920,No,No,No,No,Yes
10254522942,No,No,No,No,Yes
10254522946,No,No,Yes,No,No
10254522947,No,No,No,No,Yes
10254522950,No,No,Yes,No,No
10254522962,Yes,No,No,No,No
10254522983,No,No,No,Yes,No
10254522989,Yes,No,No,No,No
10254522990,No,No,Yes,No,No
10254522992,No,Yes,No,No,No
10254522995,No,No,Yes,No,No
10254522999,No,No,No,Yes,No
10254523002,No,Yes,No,No,No
10254523009,Yes,No,No,No,No
10254523024,No,Yes,No,No,No
10254523025,No,No,No,No,Yes
10254523032,No,No,No,Yes,No
10254523060,No,Yes,No,No,No
10254523079,No,No,Yes,No,No
10254523084,No,No,Yes,No,No
10254523089,No,No,Yes,No,No
10254523091,No,No,Yes,No,No
10254523110,No,No,No,Yes,No
10254523121,No,Yes,No,No,No
10254523190,No,No,Yes,No,No
10254523203,No,Yes,No,No,No
10254523206,No,No,No,No,Yes
10254523224,No,No,Yes,No,No
10254523226,Yes,No,No,No,No
10254523230,No,Yes,No,No,No
10254523240,No,No,No,No,Yes
10254523250,No,No,No,No,Yes
10254523285,No,No,No,No,Yes
10254523346,No,No,No,Yes,No
10254523360,No,No,No,No,Yes
10254523406,No,No,No,Yes,No
10254523408,No,No,No,No,Yes
10254523412,No,No,No,Yes,No
10254523441,Yes,No,No,No,No
10254523444,No,No,No,Yes,No
10254523472,No,No,Yes,No,No
10254523482,No,Yes,No,No,No
10254523521,No,No,Yes,No,No
10254523524,No,No,Yes,No,No
10254523570,No,No,No,No,Yes
10254523593,No,No,No,Yes,No
10254523598,No,Yes,No,No,No
10254523600,No,No,No,Yes,No
10254523613,Yes,No,No,No,No
10254523618,No,Yes,No,No,No
10254523643,Yes,No,No,No,No
10254523649,No,Yes,No,No,No
10254523657,No,Yes,No,No,No
10254523668,Yes,No,No,No,No
10254523685,No,No,Yes,No,No
10254523724,Yes,No,No,No,No
10254523740,No,No,No,Yes,No
10254523741,No,No,No,No,Yes
10254523776,No,No,No,Yes,No
10254523800,Yes,No,No,No,No
10254523823,No,No,Yes,No,No
10254523827,No,No,Yes,No,No
10254523844,No,Yes,No,No,No
10254523849,No,No,Yes,No,No
10254523859,No,No,No,Yes,No
10254523890,No,No,No,Yes,No
10254523896,No,No,No,No,Yes
10254523899,No,Yes,No,No,No
10254523909,No,No,No,No,Yes
10254523918,No,No,No,No,Yes
10254523934,Yes,No,No,No,No
10254523968,Yes,No,No,No,No
10254524001,No,No,Yes,No,No
10254524014,No,Yes,No,No,No
10254524032,Yes,No,No,No,No
10254524039,No,No,Yes,No,No
10254524040,No,Yes,No,No,No
10254524051,Yes,No,No,No,No
10254524082,No,No,Yes,No,No
10254524102,No,Yes,No,No,No
10254524109,No,No,No,No,Yes
10254524114,No,No,No,Yes,No
10254524136,Yes,No,No,No,No
10254524160,Yes,No,No,No,No
10254524176,No,No,Yes,No,No
10254524179,Yes,No,No,No,No
10254524220,No,No,No,No,Yes
10254524255,Yes,No,No,No,No
10254524256,No,Yes,No,No,No
10254524289,No,Yes,No,No,No
10254524311,No,No,No,No,Yes
10254524319,Yes,No,No,No,No
10254524329,No,No,No,No,Yes
10254524349,Yes,No,No,No,No
10254524350,No,No,Yes,No,No
10254524353,No,Yes,No,No,No
10254524382,No,No,No,Yes,No
10254524414,No,No,No,Yes,No
10254524424,No,No,No,No,Yes
10254524425,No,No,Yes,No,No
10254524430,No,No,No,No,Yes
10254524454,No,No,Yes,No,No
10254524470,No,No,No,No,Yes
10254524474,Yes,No,No,No,No
10254524495,Yes,No,No,No,No
10254524498,No,Yes,No,No,No
10254524525,No,No,No,Yes,No
10254524529,No,No,No,Yes,No
10254524557,No,Yes,No,No,No
10254524564,No,Yes,No,No,No
10254524581,No,No,No,Yes,No
10254524639,Yes,No,No,No,No
10254524644,No,No,No,No,Yes
10254524704,Yes,No,No,No,No
10254524733,No,No,Yes,No,No
10254524753,No,No,No,Yes,No
10254524761,No,No,No,Yes,No
10254524817,Yes,No,No,No,No
10254524822,Yes,No,No,No,No
10254524823,No,No,Yes,No,No
10254524851,No,No,No,Yes,No
10254524895,No,No,No,Yes,No
10254524905,No,No,No,No,Yes
10254524920,No,Yes,No,No,No
10254524972,No,No,Yes,No,No
10254524979,No,Yes,No,No,No
10254524989,No,No,Yes,No,No
10254525032,No,No,Yes,No,No
10254525046,No,Yes,No,No,No
10254525092,No,No,Yes,No,No
10254525161,No,No,No,Yes,No
10254525207,No,No,Yes,No,No
10254525237,No,No,No,Yes,No
10254525241,No,No,No,No,Yes
10254525245,No,No,No,No,Yes
10254525246,No,No,No,No,Yes
10254525282,No,No,Yes,No,No
10254525289,No,Yes,No,No,No
10254525304,Yes,No,No,No,No
10254525305,Yes,No,No,No,No
10254525329,No,Yes,No,No,No
10254525344,Yes,No,No,No,No
10254525381,No,Yes,No,No,No
10254525403,No,No,No,Yes,No
10254525421,No,No,No,Yes,No
10254525445,No,Yes,No,No,No
10254525455,No,No,No,Yes,No
10254525465,Yes,No,No,No,No
10254525469,No,Yes,No,No,No
10254525471,No,No,No,Yes,No
10254525518,No,No,Yes,No,No
10254525530,No,No,No,Yes,No
10254525549,No,Yes,No,No,No
10254525574,No,No,No,Yes,No
10254525581,No,No,No,Yes,No
10254525595,No,Yes,No,No,No
10254525597,No,Yes,No,No,No
10254525605,Yes,No,No,No,No
10254525633,Yes,No,No,No,No
10254525636,No,No,No,Yes,No
10254525648,No,No,No,No,Yes
10254525657,No,No,Yes,No,No
10254525672,No,No,No,Yes,No
10254525719,No,No,No,No,Yes
10254525734,Yes,No,No,No,No
10254525738,Yes,No,No,No,No
10254525760,Yes,No,No,No,No
10254525775,Yes,No,No,No,No
10254525778,No,No,No,No,Yes
10254525790,No,No,No,No,Yes
10254525809,Yes,No,No,No,No
10254525871,Yes,No,No,No,No
10254525913,No,Yes,No,No,No
10254525918,No,Yes,No,No,No
10254525926,No,Yes,No,No,No
10254525939,No,No,No,Yes,No
10254525940,Yes,No,No,No,No
10254525967,No,No,Yes,No,No
10254526037,No,Yes,No,No,No
10254526043,No,No,No,No,Yes
10254526083,No,No,No,No,Yes
10254526171,No,No,Yes,No,No
10254526205,No,Yes,No,No,No
10254526207,Yes,No,No,No,No
10254526220,No,No,No,Yes,No
10254526270,No,No,Yes,No,No
10254526284,No,Yes,No,No,No
10254526287,Yes,No,No,No,No
10254526360,No,Yes,No,No,No
10254526381,No,Yes,No,No,No
10254526404,No,No,No,No,Yes
10254526417,Yes,No,No,No,No
10254526425,Yes,No,No,No,No
10254526467,No,Yes,No,No,No
10254526477,No,No,No,No,Yes
10254526508,No,No,Yes,No,No
10254526530,No,No,Yes,No,No
10254526543,No,No,No,Yes,No
10254526546,No,No,No,Yes,No
10254526565,No,No,No,No,Yes
10254526571,No,No,No,Yes,No
10254526573,No,No,No,No,Yes
10254526585,No,No,No,Yes,No
10254526596,No,No,No,No,Yes
10254526606,No,No,No,No,Yes
10254526611,No,No,No,No,Yes
10254526631,Yes,No,No,No,No
10254526646,No,No,No,No,Yes
10254526649,No,No,Yes,No,No
10254526658,No,No,Yes,No,No
10254526680,No,No,No,No,Yes
10254526692,Yes,No,No,No,No
10254526749,No,No,No,No,Yes
10254526751,No,No,No,Yes,No
10254526759,No,No,No,Yes,No
10254526793,No,No,Yes,No,No
10254526794,No,Yes,No,No,No
10254526826,No,Yes,No,No,No
10254526839,No,No,Yes,No,No
10254526858,Yes,No,No,No,No
10254526943,Yes,No,No,No,No
10254526967,No,Yes,No,No,No
10254526991,No,No,No,No,Yes
10254526993,No,No,Yes,No,No
10254527037,No,No,No,Yes,No
10254527040,No,No,No,No,Yes
10254527045,No,No,No,Yes,No
10254527054,No,Yes,No,No,No
10254527134,Yes,No,No,No,No
10254527170,No,Yes,No,No,No
10254527207,No,No,No,Yes,No
10254527232,No,No,No,Yes,No
10254527234,Yes,No,No,No,No
10254527235,No,No,No,Yes,No
10254527246,No,No,Yes,No,No
10254527262,Yes,No,No,No,No
10254527268,No,Yes,No,No,No
10254527288,No,No,Yes,No,No
10254527330,Yes,No,No,No,No
10254527333,No,No,Yes,No,No
10254527338,No,No,No,Yes,No
10254527356,No,No,Yes,No,No
10254527409,No,Yes,No,No,No
10254527442,No,No,Yes,No,No
10254527475,Yes,No,No,No,No
10254527477,Yes,No,No,No,No
10254527485,Yes,No,No,No,No
10254527486,No,No,Yes,No,No
10254527493,No,No,No,Yes,No
10254527523,No,Yes,No,No,No
10254527548,No,No,No,Yes,No
10254527558,No,No,Yes,No,No
10254527562,No,No,No,No,Yes
10254527569,Yes,No,No,No,No
10254527596,Yes,No,No,No,No
10254527612,No,Yes,No,No,No
10254527613,No,Yes,No,No,No
10254527627,No,No,No,No,Yes
10254527659,No,No,Yes,No,No
10254527662,No,No,No,Yes,No
10254527684,No,No,No,Yes,No
10254527691,Yes,No,No,No,No
10254527730,No,No,No,No,Yes
10254527756,Yes,No,No,No,No
10254527759,Yes,No,No,No,No
10254527763,No,No,Yes,No,No
10254527774,No,No,No,No,Yes
10254527781,No,No,Yes,No,No
10254527783,No,No,No,Yes,No
10254527810,Yes,No,No,No,No
10254527830,No,No,Yes,No,No
10254527842,No,No,No,No,Yes
10254527868,Yes,No,No,No,No
10254527871,No,No,No,No,Yes
10254527881,No,Yes,No,No,No
10254527890,No,No,No,No,Yes
10254527892,Yes,No,No,No,No
10254527932,Yes,No,No,No,No
10254527940,Yes,No,No,No,No
10254527974,No,No,Yes,No,No
10254527985,No,No,No,No,Yes
10254527996,No,Yes,No,No,No
10254527999,No,No,Yes,No,No
10254528078,No,Yes,No,No,No
10254528124,No,No,No,Yes,No
10254528125,No,No,No,Yes,No
10254528126,No,No,Yes,No,No
10254528167,Yes,No,No,No,No
10254528185,No,No,Yes,No,No
10254528221,Yes,No,No,No,No
10254528245,No,No,No,No,Yes
10254528291,Yes,No,No,No,No
10254528298,Yes,No,No,No,No
10254528305,Yes,No,No,No,No
10254528361,No,No,No,No,Yes
10254528367,No,Yes,No,No,No
10254528389,No,Yes,No,No,No
10254528394,No,No,No,Yes,No
10254528400,No,Yes,No,No,No
10254528417,Yes,No,No,No,No
10254528448,No,No,No,Yes,No
10254528507,No,No,No,Yes,No
10254528510,Yes,No,No,No,No
10254528511,No,Yes,No,No,No
10254528519,Yes,No,No,No,No
10254528575,No,No,Yes,No,No
10254528577,Yes,No,No,No,No
10254528691,No,No,No,No,Yes
10254528724,No,No,Yes,No,No
10254528738,Yes,No,No,No,No
10254528766,Yes,No,No,No,No
10254528813,Yes,No,No,No,No
10254528820,Yes,No,No,No,No
10254528841,No,No,No,No,Yes
10254528906,Yes,No,No,No,No
10254528913,Yes,No,No,No,No
10254528922,No,No,No,No,Yes
10254528954,No,No,Yes,No,No
10254529053,No,No,No,Yes,No
10254529086,Yes,No,No,No,No
10254529092,No,No,No,Yes,No
10254529097,Yes,No,No,No,No
10254529101,Yes,No,No,No,No
10254529120,No,Yes,No,No,No
10254529183,No,Yes,No,No,No
10254529206,No,No,Yes,No,No
10254529226,Yes,No,No,No,No
10254529269,No,Yes,No,No,No
10254529337,No,No,Yes,No,No
10254529372,No,Yes,No,No,No
10254529374,No,Yes,No,No,No
10254529417,No,No,Yes,No,No
10254529445,Yes,No,No,No,No
10254529590,Yes,No,No,No,No
10254529628,No,No,Yes,No,No
10254529667,No,No,No,Yes,No
10254529694,No,No,No,Yes,No
10254529716,No,No,Yes,No,No
10254529718,No,No,Yes,No,No
10254529748,No,Yes,No,No,No
10254529800,No,No,No,Yes,No
10254529803,Yes,No,No,No,No
10254529813,No,Yes,No,No,No
10254529815,No,Yes,No,No,No
10254529963,No,Yes,No,No,No
10254529973,No,No,No,Yes,No
10254529974,No,No,No,No,Yes
10254529992,No,Yes,No,No,No
10254530029,No,No,Yes,No,No
10254530033,Yes,No,No,No,No
10254530036,No,No,No,Yes,No
10254530070,No,Yes,No,No,No
10254530092,No,No,No,Yes,No
10254530093,No,No,No,Yes,No
10254530164,No,Yes,No,No,No
10254530245,No,No,No,No,Yes
10254530293,No,No,No,Yes,No
10254530294,No,No,No,Yes,No
10254530317,No,No,No,No,Yes
10254530327,No,No,No,No,Yes
10254530343,Yes,No,No,No,No
10254530380,No,Yes,No,No,No
10254530452,No,No,Yes,No,No
10254530521,No,No,Yes,No,No
10254530532,No,No,Yes,No,No
10254530579,No,No,No,Yes,No
10254530677,Yes,No,No,No,No
10254530711,No,Yes,No,No,No
10254530734,No,No,No,Yes,No
10254530737,Yes,No,No,No,No
10254530867,No,Yes,No,No,No
10254530872,Yes,No,No,No,No
10254530876,No,No,No,Yes,No
10254530941,No,No,Yes,No,No
10254530965,No,No,Yes,No,No
10254531008,No,No,No,No,Yes
10254531019,No,No,No,Yes,No
10254531024,No,No,No,Yes,No
10254531030,Yes,No,No,No,No
10254531096,No,No,No,Yes,No
10254531122,No,No,No,Yes,No
10254531132,No,No,No,No,Yes
10254531241,No,No,Yes,No,No
10254531274,No,Yes,No,No,No
10254531302,No,No,Yes,No,No
10254531371,No,No,Yes,No,No
10254531378,No,No,No,No,Yes
10254531405,No,No,No,No,Yes
10254531423,No,No,No,Yes,No
10254531454,No,No,No,Yes,No
10254531568,No,No,No,No,Yes
10254531597,No,No,Yes,No,No
10254531663,No,No,No,No,Yes
10254531680,No,No,Yes,No,No
10254531748,No,Yes,No,No,No
10254531754,No,No,No,Yes,No
10254531764,No,No,No,Yes,No
10254531909,No,No,No,Yes,No
10254531941,No,No,No,Yes,No
10254531965,No,No,Yes,No,No
10254531970,No,No,Yes,No,No
10254531975,No,No,No,Yes,No
10254531986,No,Yes,No,No,No
10254532012,No,No,Yes,No,No
10254532022,No,Yes,No,No,No
10254532054,No,No,Yes,No,No
10254532063,No,No,No,No,Yes
10254532065,No,No,Yes,No,No
10254532098,No,Yes,No,No,No
10254532133,Yes,No,No,No,No
10254532259,No,No,Yes,No,No
10254532283,No,Yes,No,No,No
10254532316,Yes,No,No,No,No
10254532337,No,Yes,No,No,No
10254532404,No,No,Yes,No,No
10254532416,Yes,No,No,No,No
10254532437,No,No,No,Yes,No
